                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
  Instructions                       |   28275613 |   28265068 |   28298291 |   28284896 |   28264497 |   28665141 |   28328671 |   28303756 |   28759956 |   28263436 |   28262547 |   28265573 |   28380066 |   28468754 |   28321398
  Cycles                             |  257453686 |  257453686 |  257453686 |  257453686 |  257453686 |  257453686 |  257453686 |  257453686 |  257453686 |  257453686 |  257453686 |  257453686 |  257453686 |  257453686 |  257453686
  IPC                                |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11
  Time (ns)                          |   96787100 |   96787100 |   96787100 |   96787100 |   96787100 |   96787100 |   96787100 |   96787100 |   96787100 |   96787100 |   96787100 |   96787100 |   96787100 |   96787100 |   96787100
  Idle time (ns)                     |        -14 |        340 |        264 |        427 |        264 |        142 |        395 |        117 |        -14 |        395 |        233 |         80 |        142 |        395 |         80
  Idle time (%)                      |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1050226 |    1050020 |    1050667 |    1050406 |    1050009 |    1057818 |    1051260 |    1050774 |    1059719 |    1049988 |    1049971 |    1050029 |    1052263 |    1053991 |    1051119
  num incorrect                      |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       8006 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955
  misprediction rate                 |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75%
  mpki                               |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2838867 |    2838053 |    2840617 |    2839583 |    2838009 |    2868946 |    2842964 |    2841040 |    2876325 |    2837926 |    2837858 |    2838090 |    2846935 |    2853782 |    2842404
    num misses                       |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         63 |         61 |         61 |         61 |         61 |         61 |         61
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   15526466 |   15521000 |   15538263 |   15531301 |   15520704 |   15728922 |   15554055 |   15541106 |   15778139 |   15520150 |   15519688 |   15521254 |   15580769 |   15626859 |   15550278
    num misses                       |       5267 |       5244 |       5308 |       5282 |       5243 |       6125 |       5380 |       5321 |       6344 |       5240 |       5239 |       5246 |       5500 |       5692 |       5363
    miss rate                        |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.04% |      0.03% |      0.03% |      0.04% |      0.03% |      0.03% |      0.03% |      0.04% |      0.04% |      0.03%
    mpki                             |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.21 |       0.19 |       0.19 |       0.22 |       0.19 |       0.19 |       0.19 |       0.19 |       0.20 |       0.19
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       5328 |       5305 |       5369 |       5343 |       5304 |       6186 |       5441 |       5382 |       6407 |       5301 |       5300 |       5307 |       5561 |       5753 |       5424
