                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   40097652 |   40121730 |   40053408 |   39987249 |   39908979 |   39882981 |   39873099 |   39829775 |   39847952 |   39869061 |   39904588 |   39927227 |   39963376 |   39974270 |   39942448 |   39944273
  Cycles                             |  213604650 |  213604650 |  213604650 |  213604650 |  213604650 |  213604650 |  213604650 |  213604650 |  213604650 |  213604650 |  213604650 |  213604650 |  213604650 |  213604650 |  213604650 |  213604650
  IPC                                |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19
  Time (ns)                          |   80302500 |   80302500 |   80302500 |   80302500 |   80302500 |   80302500 |   80302500 |   80302500 |   80302500 |   80302500 |   80302500 |   80302500 |   80302500 |   80302500 |   80302500 |   80302500
  Idle time (ns)                     |        101 |        -52 |         39 |         72 |        -52 |         22 |        153 |         72 |         39 |         22 |         22 |         22 |          3 |         10 |         -3 |         -7
  Idle time (%)                      |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10016142 |   10022006 |   10005080 |    9988540 |    9968973 |    9962474 |    9960003 |    9949172 |    9953716 |    9958993 |    9967875 |    9973535 |    9982572 |    9985296 |    9977340 |    9977797
  num incorrect                      |       1442 |       1519 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442
  misprediction rate                 |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   20003631 |   20015334 |   19981506 |   19948428 |   19909293 |   19896294 |   19891353 |   19869691 |   19878780 |   19889334 |   19907097 |   19918417 |   19936491 |   19941938 |   19926028 |   19926941
    num misses                       |         48 |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39847 |      40240 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847
    num misses                       |         73 |         74 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        121 |        126 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121
    num misses                       |        117 |        122 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117
    miss rate                        |     96.69% |     96.83% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   20003631 |   20015334 |   19981506 |   19948428 |   19909293 |   19896294 |   19891353 |   19869691 |   19878780 |   19889334 |   19907097 |   19918417 |   19936491 |   19941938 |   19926028 |   19926941
    num cache misses                 |     675230 |     670708 |     665000 |     659913 |     657887 |     655858 |     654315 |     655179 |     655317 |     655535 |     655994 |     656173 |     655604 |     654611 |     654842 |     654629
    miss rate                        |      3.38% |      3.35% |      3.33% |      3.31% |      3.30% |      3.30% |      3.29% |      3.30% |      3.30% |      3.30% |      3.30% |      3.29% |      3.29% |      3.28% |      3.29% |      3.29%
